Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
PG,Macquarie University,North Ryde,Master of Banking and Finance with a Specialisation in Environmental Finance,Computer Science & Information Technology,"29,200",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-banking-and-finance-environmental-finance,English,D,"Environmental finance concerns itself with the impact of environmental issues on financial decision making. It involves the use of methods, tools or products, such as emissions trading and land trusts, to address such issues. Environmental finance is used across many sectors including corporate, government and not-for-profit organisations.
In this specialisation, you’ll attain relevant, advanced-level theoretical knowledge. You’ll apply your superior technical skills to examine large amounts of financial information, and interpret and appraise financial information and market conditions. You’ll conduct independent research and exercise professional judgement in solving complex environmental finance problems. You’ll competently and confidently explain recent developments and issues in banking, environmental finance and professional practice. You’ll also show awareness of ethical, social, regulatory, economic, sustainability and global perspectives relevant to the financial sector.",PROFESSIONS: Credit risk analyst. Environmental planner or coordinator. Finance manager. Financial adviser. Financial analyst. Investment adviser. Regulator. Risk management analyst. Sustainable investment strategistEMPLOYERS: Accounting firms. Banks. Community environment groups. Financial institutions. Financial technology firms. Hedge funds. Insurance companies. Investment firms. Public service. Regulatory authorities. Wealth management firms,Australia,No,Yes,No,Yes,No,,Business Internship,,,Econometrics and Business Statistics,,,Banking and Financial Intermediation,,,Business Valuation,,,Risk Management and Derivatives,,,Research Methods in Banking and Finance,,,International Financial Management,,,Environmental Finance,,,Investments,,,Economic Analysis,,,Principles of Finance,,,Current Issues in Banking and Finance,,,Fixed Income and Credit Analysis,,,Corporate Finance,,,FinTech and Innovation,,,Capital Markets,,,Professional Development in Banking and Finance,,,Financial Modelling and Forecasting,,,Business and Global Environmental Change,,,Financial Statement Analysis and Modelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of Commerce with a Specialisation in Accounting,Computer Science & Information Technology,"29,200",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-commerce-accounting,English,D,This specialisation will deliver Postgraduate level theoretical knowledge and applied skills in accounting and its related fields. Students will develop the necessary skills to move into accounting roles and develop their professional expertise and career opportunities.,,Australia,No,Yes,No,Yes,No,,Corporate Finance,,,Management Control Systems,,,Introduction to Marketing Management,,,Principles of Accounting,,,Marketing Theory,,,Accounting Standards and Practice,,,Managerial Accounting,,,Current Issues in Accounting and Corporate Governance,,,"Work, Organisation and Management",,,Principles of Finance,,,Contemporary Business Issues,,,Business and Professional Ethics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of Commerce with a Specialisation in Business Management and Organisations,Computer Science & Information Technology,"29,200",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-commerce-business-management-and-organisations,English,D,The Business Management and Organisation specialisation draws upon contemporary research to teach industry relevant business management and organisational practices.,PROFESSIONS: Account Executive. Business Analyst. Business Development Manager. General Management. Management Consultant. Operations Analyst. Senior positions can include the role of Chief Executive Officer and Chief Operations OfficerEMPLOYERS: Business analyst firms. Financial institutions. Government organisations. Large and small businesses. Marketing and PR firms. Management consultancy firms,Australia,No,Yes,No,Yes,No,,Principles of Accounting,,,"Work, Organisation and Management",,,Entrepreneurship in Business,,,Business Project Management,,,Introduction to Marketing Management,,,Behaviour in Organisations,,,Managerial Accounting,,,Principles of Finance,,,Contemporary Business Issues,,,Marketing Theory,,,Corporate Finance,,,Managing Strategically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of Commerce with a Specialisation in Finance,Computer Science & Information Technology,"29,200",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-commerce-finance,English,D,"The Finance specialisation is for those who want to focus on areas such as: funds management, risk management, corporate finance, financial instruments and valuation. You will learn about both the theoretical concepts and practical applications of modern finance, and can choose from a range of subjects such as: business and corporation law, monetary polic,y investment management, international finance and Islamic finance.","Graduates are likely to work for commercial banks, investment managers, stockbrokers, private equity firms, investment banks, corporate advisors, treasuries, private wealth managers or other financial service providers.",Australia,No,Yes,No,Yes,No,,Marketing Theory,,,Contemporary Business Issues,,,Capital Markets,,,Corporate Finance,,,Investments,,,Principles of Finance,,,Business Valuation,,,Research Methods in Banking and Finance,,,Managerial Accounting,,,Principles of Accounting,,,"Work, Organisation and Management",,,Introduction to Marketing Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Macquarie University,,Master of Commerce with a Specialisation in Human Resource Management is unavailable,,,,AUD,Years,,,No,No,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-commerce-human-resource-management,English,N,,,Australia,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of Commerce with a Specialisation in Marketing,Computer Science & Information Technology,"29,200",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-commerce-marketing,English,D,"This Marketing specialisation builds skills that are applicable to businesses and corporations. They have a practical focus on: identifying forecast opportunities and threats in domestic and international industries, developing marketing strategies, tactics and plans, implementing and monitoring marketing strategies, tactics and plans, and their effect on the organisation considering new approaches and techniques in marketing.",PROFESSIONS: Advertising Manager. Brand Manager. Business Consultant. Communications and Media Manager. Copywriter. Marketing Manager/Co-ordinator. Market Research Specialist. Marketing Strategist. Media Account Executive. PR Consultant. Product Development ManagerEMPLOYERS: Consulting firms. Large and small businesses. Business analyst firms. Marketing and PR firms. Government organisations,Australia,No,Yes,No,Yes,No,,Principles of Accounting,,,Managerial Accounting,,,Marketing Theory,,,Applied Marketing Strategy,,,Corporate Finance,,,Introduction to Marketing Management,,,Applied Marketing Research,,,"Work, Organisation and Management",,,Strategic Branding,,,Advanced Consumer Behaviour,,,Contemporary Business Issues,,,Principles of Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Master of Creative Industries with a Specialisation in Screen and Performance Production,Computer Science & Information Technology,"28,800",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-creative-industries-screen-and-performance-production,English,D,"The screen industry is rapidly emerging as an economic force to be reckoned with – total spending for screen production businesses alone is almost $3 billion. Australian screen professionals are in demand locally and internationally, and are widely respected for their vision, depth of knowledge and use of innovative techniques. 
This specialisation will prepare you to work in a range of roles in film, television, advertising and online production. Not only will you learn practical and entrepreneurial skills, you’ll produce, publish, distribute and promote media and creative projects in a real-world context in world-class production studios, and with award-winning producers and screen professionals. And you’ll develop creative and analytical skills as you evaluate and implement creative strategies; synthesise conceptual, technological and production skills; and implement digital screen media production strategies – all essential to propel your career forward.",PROFESSIONS: Creative entrepreneur. Creative media entrepreneur. Director. Documentary screen producer. Editor. Film and television producer. Freelancer. Independent film maker. Online production manager. Production manager. Researcher or academic. Screen and film producer. Self-producing musicianEMPLOYERS: Advertising agencies. Broadcast and community media. Creative agencies. Higher education. Media agencies. Multimedia or digital agencies. Production studios. Self-employment,Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Macquarie University,,Master of Creative Industries with a Specialisation in Creative Sound Production is unavailable,,,,AUD,Years,,,No,No,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-creative-industries-creative-sound-production,English,N,,,Australia,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,Off-campus,Master of Disability Studies with a Specialisation in Sensory Disability,Computer Science & Information Technology,"3,950",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-disability-studies-sensory-disability,English,D,"It’s vital for those who experience deafness, hearing loss or vision impairment to be able to connect with those around them. With specialist sensory disability knowledge, you’ll be skilled to work with people with sensory impairments in a way that addresses their individual needs.
This specialisation will provide you with advanced knowledge in both hearing and vision within contemporary studies in disability, preparing you for roles that support the needs of children and adults with hearing and/or vision loss. It is suitable for a range of allied health professionals who are seeking to complete studies in disability and specifically in hearing loss and vision impairment.","PROFESSIONS: Disability adviser or accessibility practitioner. Disability care worker. Independent NDIS service provider. NDIA planner. Professional in vision or hearing service organisations. Professional with an interest in advocacy in sensory disability. TAFE, adult or community educator working with people with sensory disabilityEMPLOYERS: Advocacy bodies. National Disability Insurance Agency (NDIA). Not-for-profit organisations in the disability sector. Providers of vision and hearing services. TAFE and university accessibility services",Australia,No,Yes,No,Yes,No,,Perception and Production of Speech in Deaf/Hard of Hearing Children,,,Literacy for Learners with Vision Impairment,,,Perspectives in Disability,,,Introduction to Vision Impairment,,,Social Perspectives on Deafness and Deaf Education,,,Complex Vision Impairment,,,Critical Reflection and Professional Experience for Practitioners in Sensory Disability,,,Language and Literacy Interventions for Deaf/Hard of Hearing Learners,,,Independent Project in Sensory Disability,,,Inclusion and Professional Collaboration in Sensory Disability,,,Foundations of Technology in Vision Impairment,,,Research in Sensory Disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,Off-campus,Master of Disability Studies with a Specialisation in Education: Vision Impairment,Computer Science & Information Technology,"3,950",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/master-of-disability-studies-education-vision-impairment,English,D,"Individuals who are blind or who have a vision impairment may experience a range of social, emotional, developmental, educational and health issues that significantly impact their quality of life. With the support of their families, the community and specialist practitioners, and with access to optical and mobility aids, people with vision impairment can lead fulfilling lives and have productive careers.

In this specialisation, you'll become qualified as a teacher of students with vision impairment. You'll acquire the knowledge to help those with vision impairment to gain the practical skills they need to enjoy a satisfying and stimulating career that looks beyond their disability, and allows them to achieve their personal and professional goals. Completing this course   supported by annual professional learning   will enable you to become registered under the South Pacific Educators of Vision Impaired (SPEVI) Qualified Specialist Teacher (VI) plus Professional Learning category. Once you're registered, you'll also be able to apply to join the Better Start Early Intervention Service Provider Panel as a sole provider and to become a service provider under the National Disability Insurance Scheme (NDIS).",,Australia,No,Yes,No,Yes,No,,Independent Project in Sensory Disability,,,Orientation and Mobility Fundamentals,,,Introduction to Vision Impairment,,,Perspectives in Disability,,,Research in Sensory Disability,,,Language and Literacy Interventions for Deaf/Hard of Hearing Learners,,,Perception and Production of Speech in Deaf/Hard of Hearing Children,,,Educational Adjustments for Learners with Vision Impairment,,,Critical Reflection and Professional Experience for Teachers in Sensory Disability,,,Foundations of Technology in Vision Impairment,,,Complex Vision Impairment,,,Literacy for Learners with Vision Impairment,,,Inclusion and Professional Collaboration in Sensory Disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
